"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , [[negative]] impact on the revenue .","The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , [[electronegative]] impact on the revenue .",0.0014494061470031738,0.9996089935302734,0,1,0,99,"Successful"
"This solution is an [[extension]] to the existing [[online]] mediation solution [[delivered]] earlier by Comptel and IBM .","This solution is an [[prolongation]] to the existing [[on-line]] mediation solution [[deliver]] earlier by Comptel and IBM .",0.0009887218475341797,0.626151978969574,1,0,1,86,"Successful"
"[[Operating]] [[profit]] was EUR 11.07 mn , up from EUR 8.65 [[mn]] .","[[manoeuver]] [[gain]] was EUR 11.07 mn , up from EUR 8.65 [[manganese]] .",0.0006436705589294434,0.000701904296875,2,2,2,93,"Failed"
"Travel expenses would be [[reimbursed]] in [[accordance]] with the [[travel]] policy of the company .","Travel expenses would be [[recoup]] in [[accord]] with the [[move]] policy of the company .",0.000512242317199707,0.8906112909317017,1,2,1,68,"Successful"
"The [[order]] consists of capacity expansion , maintenance services and new charging functionality , the company said .","The [[decree]] consists of capacity expansion , maintenance services and new charging functionality , the company said .",0.014033496379852295,0.833321213722229,1,2,1,157,"Successful"
"Managing Director 's comments : `` Net sales for the first quarter were notably [[lower]] than a year before , especially in Finland , Russia and the Baltic countries .","Managing Director 's comments : `` Net sales for the first quarter were notably [[humbled]] than a year before , especially in Finland , Russia and the Baltic countries .",0.0011922121047973633,0.9995300769805908,0,2,0,163,"Successful"
"At 12.01 pm , the OMX Helsinki 25 was down [[0]].66 pct to [[3]],143.57 and the OMX Helsinki was 0.67 pct [[lower]] at 10,530.74 on 253 mln eur [[turnover]] .","At 12.01 pm , the OMX Helsinki 25 was down [[cipher]].66 pct to [[leash]],143.57 and the OMX Helsinki was 0.67 pct [[downcast]] at 10,530.74 on 253 mln eur [[upset]] .",0.001155257225036621,0.9978066682815552,0,1,0,175,"Successful"
"The [[corrected]] chapter is in its [[entirety]] below .","The [[slump]] chapter is in its [[entireness]] below .",0.0010082125663757324,0.0015494823455810547,1,1,1,41,"Failed"
"The transaction was [[announced]] on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .","The transaction was [[herald]] on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .",0.0012150406837463379,0.6517150402069092,1,2,1,98,"Successful"
"The [[value]] of the confirmed aircraft orders totals EUR 2bn .","The [[esteem]] of the confirmed aircraft orders totals EUR 2bn .",0.0014554262161254883,0.9484831094741821,1,2,1,84,"Successful"
"[[Bids]] or [[offers]] include at least [[1]],000 [[shares]] and the [[value]] of the [[shares]] must [[correspond]] to at least EUR4 ,000 .","[[offer]] or [[whirl]] include at least [[single]],000 [[share]] and the [[esteem]] of the [[share]] must [[match]] to at least EUR4 ,000 .",0.0005595088005065918,0.004583001136779785,1,1,1,179,"Failed"
"Odell has not [[contacted]] the [[State]] of Finland in this [[issue]] .","Odell has not [[reach]] the [[nation]] of Finland in this [[payoff]] .",0.0006430745124816895,0.008322715759277344,1,1,1,102,"Failed"
"The equipment will [[expand]] container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .","The equipment will [[expound]] container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",0.0005616545677185059,0.9977931380271912,2,1,2,78,"Successful"
"Finnish plastic [[pipe]] [[maker]] Uponor is [[selling]] its Irish and [[UK]] infrastructure [[businesses]] to [[private]] equity [[company]] 3i .","Finnish plastic [[shrill]] [[manufacturer]] Uponor is [[merchandising]] its Irish and [[Britain]] infrastructure [[patronage]] to [[secret]] equity [[troupe]] 3i .",0.0007153153419494629,0.004681289196014404,1,1,1,113,"Failed"
"EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first [[time]] he heard about the [[strike]] as the Swedish side had not informed the Estonian union yet .","EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first [[meter]] he heard about the [[move]] as the Swedish side had not informed the Estonian union yet .",0.0026949644088745117,0.9872936606407166,0,1,0,166,"Successful"
"`` Small well targeted acquisitions have played an [[important]] [[role]] in [[executing]] Satama 's strategy in the past couple of years .","`` Small well targeted acquisitions have played an [[significant]] [[function]] in [[accomplish]] Satama 's strategy in the past couple of years .",0.00142669677734375,0.8681955337524414,1,2,1,138,"Successful"
"From Merisatama to the far [[corners]] of the [[world]] Asfaltti Osakeyhti+Â Lemmink+ñinen was [[established]] in 1910 by a group of [[master]] builders in [[Helsinki]] as a specialist [[business]] and subcontractor .","From Merisatama to the far [[nook]] of the [[globe]] Asfaltti Osakeyhti+Â Lemmink+ñinen was [[prove]] in 1910 by a group of [[superior]] builders in [[Helsingfors]] as a specialist [[line]] and subcontractor .",0.001312553882598877,0.6134425401687622,1,2,1,192,"Successful"
"The [[agreement]] with JM is [[one]] in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .","The [[understanding]] with JM is [[matchless]] in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .",0.0017489790916442871,0.9936065673828125,1,2,1,123,"Successful"
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % [[decrease]] in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .","Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % [[minify]] in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0.0011596083641052246,0.9992566108703613,0,2,0,142,"Successful"
"[[As]] of July [[2]] , 2007 , the [[market]] [[cap]] segments will be [[updated]] [[according]] to the [[average]] [[price]] in [[May]] 2007 .","[[arsenic]] of July [[deuce]] , 2007 , the [[commercialize]] [[chapiter]] segments will be [[update]] [[harmonize]] to the [[middling]] [[cost]] in [[whitethorn]] 2007 .",0.0006553530693054199,0.12153869867324829,1,1,1,132,"Failed"
"[[Operating]] [[profit]] [[excluding]] non-recurring [[items]] [[amounted]] to EUR [[40]].[[6]] mn , down from EUR [[57]].[[3]] [[mn]] year-on-year .","[[operational]] [[benefit]] [[bar]] non-recurring [[point]] [[come]] to EUR [[XL]].[[sixer]] mn , down from EUR [[lvii]].[[triplet]] [[Minnesota]] year-on-year .",0.0015308260917663574,0.012524545192718506,0,0,0,172,"Failed"
"Sales [[came]] in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .","Sales [[fall]] in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",0.0005958080291748047,0.9581382870674133,2,0,2,128,"Successful"
"The wireless industry is [[bracing]] itself for the iPhone , which will launch on June 29 .","The wireless industry is [[refreshing]] itself for the iPhone , which will launch on June 29 .",0.0012788176536560059,0.727657675743103,1,2,1,50,"Successful"
"Under the agreement Ponsse will [[provide]] forest machine [[maintenance]] [[services]] to Stora Enso 's Russian wood procurement operations .","Under the agreement Ponsse will [[supply]] forest machine [[sustainment]] [[avail]] to Stora Enso 's Russian wood procurement operations .",0.0005577206611633301,0.6426545977592468,1,2,1,89,"Successful"
"Sponda is a [[property]] [[investment]] [[company]] , [[specialising]] in commercial [[properties]] in the [[largest]] cities in Finland and [[Russia]] .","Sponda is a [[attribute]] [[investing]] [[troupe]] , [[narrow]] in commercial [[place]] in the [[turgid]] cities in Finland and [[USSR]] .",0.0009667873382568359,0.6699130535125732,1,0,1,111,"Successful"
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the [[main]] [[constructor]] .","On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the [[master]] [[builder]] .",0.0020595192909240723,0.6834627389907837,1,2,1,139,"Successful"
"`` We are [[proud]] to [[contribute]] to the [[creation]] of a [[world-class]] [[airport]] [[facility]] with KONE 's [[innovative]] People Flow TM [[solutions]] .","`` We are [[gallant]] to [[give]] to the [[conception]] of a [[first]] [[drome]] [[installation]] with KONE 's [[modern]] People Flow TM [[root]] .",0.0007132887840270996,0.8895931243896484,2,1,2,134,"Successful"
"pct [[lower]] at 4,442.10 .","pct [[humbled]] at 4,442.10 .",0.001626729965209961,0.9992414116859436,1,2,1,84,"Successful"
"In Finland , Sampo Bank , now part of the Danske Bank group , will [[lay]] off staff from the administrative and support functions .","In Finland , Sampo Bank , now part of the Danske Bank group , will [[consist]] off staff from the administrative and support functions .",0.00155562162399292,0.9997312426567078,0,1,0,149,"Successful"
"`` We are [[delighted]] to announce our support for Intel based handheld platforms , the capabilities of which have made our development [[easier]] and [[faster]] .","`` We are [[please]] to announce our support for Intel based handheld platforms , the capabilities of which have made our development [[loose]] and [[degraded]] .",0.0006667971611022949,0.9986854791641235,2,0,2,225,"Successful"
"The [[reorganisation]] will be [[carried]] out by transferring HKScan Corporation 's production-related property , plant and equipment in [[Finland]] as [[well]] as its holdings in subsidiaries and associates to HKScan Finland Oy , a [[holding]] company wholly owned by HKScan Corporation .","The [[shake-up]] will be [[sway]] out by transferring HKScan Corporation 's production-related property , plant and equipment in [[Suomi]] as [[good]] as its holdings in subsidiaries and associates to HKScan Finland Oy , a [[guard]] company wholly owned by HKScan Corporation .",0.0005834102630615234,0.5375381708145142,1,0,1,342,"Successful"
"Elisa has [[commissioned]] Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .","Elisa has [[accredited]] Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .",0.0025146007537841797,0.5866966247558594,1,2,1,91,"Successful"
"Rautalinko was resposnible [[also]] for Mobility [[Services]] , and his [[job]] in this division will be [[continued]] by Marek Hintze .","Rautalinko was resposnible [[too]] for Mobility [[serving]] , and his [[problem]] in this division will be [[extend]] by Marek Hintze .",0.0006746053695678711,0.0027130842208862305,1,1,1,95,"Failed"
"Solidium now [[holds]] 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .","Solidium now [[appreciation]] 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .",0.0008407831192016602,0.9998096823692322,1,2,1,231,"Successful"
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the [[second]] largest mobile carrier in the country .","China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the [[instant]] largest mobile carrier in the country .",0.00144881010055542,0.8107881546020508,1,2,1,86,"Successful"
"[[Diluted]] earnings per share ( EPS ) [[rose]] to EUR 1.05 from EUR 0.64 .","[[thin]] earnings per share ( EPS ) [[resurrect]] to EUR 1.05 from EUR 0.64 .",0.0007193684577941895,0.991011917591095,2,0,2,113,"Successful"
"The 2015 target for net sales has been set at EUR 1bn and the target for [[return]] on investment at over 20 % .","The 2015 target for net sales has been set at EUR 1bn and the target for [[devolve]] on investment at over 20 % .",0.0005450844764709473,0.9975782632827759,2,1,2,174,"Successful"
